OBJECTID,Jurisdiction,APN,Vacancy,Units,Zoning,ZoningSimplified,Min_Density,Max_Density,Links,Shape__Area,Shape__Length
198,City of San Diego,4716220900,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6614.5458984375,358.419298868155
199,City of San Diego,4717120100,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6131.01171875,340.228551086326
200,City of San Diego,4718101200,,3,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,15495.0146484375,508.150291043679
201,City of San Diego,4718101600,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7925.3232421875,414.03941971659
202,City of San Diego,4718102900,,71,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,129274.086914063,2138.9542798032
203,City of San Diego,4718103000,,3,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,21739.34375,599.088167305404
204,City of San Diego,4714311300,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,5925.2724609375,344.7034709743
205,City of San Diego,4714311400,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6243.5302734375,349.803186637534
206,City of San Diego,4714311500,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6243.833984375,349.812528210897
207,City of San Diego,4714311900,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6244.544921875,349.841773530855
208,City of San Diego,4714312000,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6244.6962890625,349.849494242618
209,City of San Diego,4714312200,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,5621.5830078125,339.882734961548
210,City of San Diego,4714312400,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6496.6904296875,353.899842457457
211,City of San Diego,4714320700,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6245.0966796875,349.845991406919
212,City of San Diego,4714320800,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6244.896484375,349.838306600093
213,City of San Diego,4714320900,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,4995.48828125,329.832655002184
214,City of San Diego,4714321100,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,7246.423828125,365.856921747544
215,City of San Diego,4715300200,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6170.9111328125,342.038741088304
216,City of San Diego,4715300300,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6526.1884765625,418.011904151952
217,City of San Diego,4715300400,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6762.5947265625,361.528048190787
218,City of San Diego,4715302300,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6972.0478515625,360.363091398167
219,City of San Diego,4713412100,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6769.474609375,360.045201721968
220,City of San Diego,4713421100,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6619.828125,357.171728150194
221,City of San Diego,4711523500,,6,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,7087.302734375,384.117664849137
222,City of San Diego,5425911300,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,9278.810546875,392.924991030866
223,City of San Diego,5425911700,,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,9122.7275390625,393.851983091557
224,City of San Diego,4720320900,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6253.06640625,349.935419197572
225,City of San Diego,4720321100,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6253.8984375,349.966740364021
226,City of San Diego,4723811200,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,8355.5703125,377.541141860887
227,City of San Diego,4722720500,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6263.158203125,350.528121047886
228,City of San Diego,4720121000,,7,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,8803.7470703125,416.998713025231
229,City of San Diego,4662521200,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,7591.916015625,365.955362454144
230,City of San Diego,4720321600,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6253.0869140625,349.976399831268
231,City of San Diego,4720321800,,2,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,6252.404296875,349.9497108977
232,City of San Diego,4720322200,,3,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,9377.158203125,399.959657015562
233,City of San Diego,4720121400,,5,CUPD-CU-2-3,Commercial,,44,https://www.sandiego.gov/development-services/zoning,6042.6064453125,332.649756333534
234,City of San Diego,4723830100,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,4412.88671875,278.13612014729
235,City of San Diego,5480521600,,4,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,18292.2412109375,542.348236420021
236,City of San Diego,4720403500,,5,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,11010.3251953125,420.011922856257
237,City of San Diego,4720403600,,14,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,10413.9658203125,409.743251337539
238,City of San Diego,4720404000,,11,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,9067.279296875,503.092935344727
239,City of San Diego,4720410800,,4,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,7022.794921875,331.000256546977
240,City of San Diego,4720410900,,7,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,5695.48046875,304.20984961461
241,City of San Diego,4720411200,,16,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,13237.9267578125,637.156280552688
242,City of San Diego,4720411300,,13,CUPD-CT-2-4,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,10648.53125,566.8108732175
243,City of San Diego,4721700400,,1,RM-1-3,Medium Density Residential,,22,https://www.sandiego.gov/development-services/zoning,5220.564453125,292.973924234869
244,City of San Diego,4720403400,,10,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,6578.5634765625,333.592085452024
245,City of San Diego,4721920500,Vacant,2,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,6806.5986328125,337.55560186233
246,City of San Diego,5482021200,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,8063.376953125,478.48676475534
247,City of San Diego,5482021300,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,8364.5380859375,482.637537140174
248,City of San Diego,5482021400,,5,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,20360.2216796875,604.069538480887
249,City of San Diego,5482032600,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,10622.072265625,412.315735266915
250,City of San Diego,5482032700,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7443.2822265625,430.618785078617
251,City of San Diego,5482032800,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,9597.837890625,571.651687844784
252,City of San Diego,5480902000,,13,RM-3-7,High Density Residential,,44,https://www.sandiego.gov/development-services/zoning,14990.248046875,505.461480689041
253,City of San Diego,5480911000,,5,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,22445.6904296875,630.889147536635
254,City of San Diego,5482010800,,1,RM-1-1,Low Density Residential,,14,https://www.sandiego.gov/development-services/zoning,13510.7724609375,475.768188656298
255,City of San Diego,4773311400,,7,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,13406.4365234375,461.88160760592
256,City of San Diego,4773311600,,3,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5338.4560546875,284.483365145201
257,City of San Diego,4773330300,,3,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,7095.3369140625,380.83941221911
258,City of San Diego,4773410100,,3,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,5975.1884765625,342.393736690961
259,City of San Diego,4773410500,,4,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,7423.1748046875,350.92666806284
260,City of San Diego,4773330100,,4,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,7177.2265625,331.34099077212
261,City of San Diego,4773330200,,14,CN-1-2,Commercial,,29,https://www.sandiego.gov/development-services/zoning,26570.376953125,714.421259831017
262,City of San Diego,4720412200,,388,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,257266.065429688,2497.8850930482
263,City of San Diego,4720412300,,11,CUPD-CU-2-4,Commercial,,73,https://www.sandiego.gov/development-services/zoning,7347.416015625,352.677495117915
264,City of San Diego,4725202300,,27,CC-3-5,Commercial,,29,https://www.sandiego.gov/development-services/zoning,45120.0341796875,856.000269677264
265,City of San Diego,4666600400,,4,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,12855.55078125,542.702901127584
266,City of San Diego,4666600600,,4,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,12114.73046875,537.122582634182
267,City of San Diego,4666600800,,7,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,9630.458984375,429.454966091578
268,City of San Diego,4666601600,,6,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,7641.484375,360.865495330998
269,City of San Diego,4666601800,,6,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,7418.541015625,368.369094043817
270,City of San Diego,4666601900,,4,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,7139.7265625,350.902999532781
271,City of San Diego,4666602000,,5,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,8587.2021484375,372.878453139621
272,City of San Diego,5482031400,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,6678.9072265625,389.450025247281
273,City of San Diego,5482031500,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,8207.1123046875,392.803049295794
274,City of San Diego,5482031700,,4,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,7078.830078125,344.270299920779
275,City of San Diego,5482031300,,3,RM-2-5,Medium Density Residential,,29,https://www.sandiego.gov/development-services/zoning,8185.212890625,428.147192819497
276,City of San Diego,4667000500,,12,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,15198.8017578125,679.990122089204
277,City of San Diego,4667000600,,10,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,13436.0048828125,610.822436957078
278,City of San Diego,4667000900,,4,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,4964.8974609375,322.223371521244
279,City of San Diego,4667102000,,4,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,5632.4169921875,375.034909295173
280,City of San Diego,4667102200,,9,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,11247.908203125,449.944408632174
281,City of San Diego,4667001000,,6,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,6516.240234375,356.553550618924
282,City of San Diego,4667001100,,6,RM-3-8,High Density Residential,,54,https://www.sandiego.gov/development-services/zoning,7902.421875,364.224673064516
283,City of San Diego,4667101500,,4,CUPD-CU-2-3,Transit Focus,,44,https://www.sandiego.gov/development-services/zoning,4125.15234375,260.005701634877
284,City of San Diego,4621800100,,175,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,122995.395507813,1650.20601152553
285,City of San Diego,4621800900,,65,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,68105.02734375,1100.41276321633
286,City of San Diego,4621801000,,174,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,154834.518554688,2209.63576635821
287,City of San Diego,4622200700,,46,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,30859.11328125,879.716585089104
288,City of San Diego,4622200300,,26,RM-3-9,High Density Residential,,73,https://www.sandiego.gov/development-services/zoning,33306.67578125,908.131363933983
